,,player_id,player_name,team_id,singles,doubles,triples,home_runs,at_bats,walked,hit_by_pitch,plate_appearances,stolen_bases,caught_stealing,struck_out,runs,runs_batted_in,sac_flies,groundouts,flyouts,popouts,lineouts,positiontype,hitting,TB,BA,OBP,SLG,OPS,BABIP,SB%,K%,BB%,ISO
league,250,68411624ec9dc637cfd0ccf5,Alex Crosby,6808246f1f942c4511716715,48,27,6,19,423,29,16,472,8,3,99,58,71,1,115,40,25,25,,100,196,0.2364066193853428,0.31,0.46335697399527187,0.7725254174920736,0.2647058823529412,0.7272727272727273,0.2097457627118644,0.0614406779661017,0.22695035460992907
league,251,6841abf4ed58166c1895b089,Sarah van der Linden,680e5f047d5b06095ef46ccb,65,16,1,11,375,30,7,422,13,8,61,43,47,6,101,51,21,34,,93,144,0.248,0.31,0.384,0.6950047846889953,0.26537216828478966,0.6190476190476191,0.14454976303317535,0.07109004739336493,0.136
league,252,6840fe2b925dd4f9d72abd39,Georgia Costa,6806c5dff9b67839f528be60,64,16,3,7,349,53,11,422,13,6,84,48,39,5,86,37,25,18,,90,133,0.25787965616045844,0.37,0.38108882521489973,0.7495098778464786,0.3155893536121673,0.6842105263157895,0.1990521327014218,0.12559241706161137,0.12320916905444129
league,253,6886fd5c52ac11f34e250813,Rafaela Grullon,6886fc0840f292b1184c13bc,44,22,1,24,362,24,9,403,16,4,50,61,66,3,105,47,18,35,,91,187,0.2513812154696133,0.31,0.5165745856353591,0.8281323745800827,0.23024054982817868,0.8,0.12406947890818859,0.05955334987593052,0.2651933701657458
league,254,6887d45718e81770515b80b2,Roux Pugh,68077beaee9f269dec7251e9,28,7,1,7,223,38,7,272,14,4,90,33,23,2,53,12,10,11,,43,73,0.19282511210762332,0.33,0.3273542600896861,0.6532801860156121,0.28125,0.7777777777777778,0.33088235294117646,0.13970588235294118,0.13452914798206278
league,255,6887d49618e81770515bd73d,Gustavo Yavuz,681e92c41017959663077c0c,23,7,1,5,171,18,8,199,9,0,53,26,16,2,36,17,6,16,,36,60,0.21052631578947367,0.31,0.3508771929824561,0.6624349819271798,0.26956521739130435,1.0,0.2663316582914573,0.09045226130653267,0.14035087719298245
league,256,68411a86ed58166c1895adcc,Darryl Cobblestone,6809cdb51d2800e67a866891,65,23,3,13,410,46,9,472,13,8,122,48,39,3,89,55,18,16,,104,172,0.25365853658536586,0.34,0.4195121951219512,0.759255784865541,0.3273381294964029,0.6190476190476191,0.2584745762711864,0.09745762711864407,0.16585365853658535
league,257,6845f9bf08b7fc5e21e8b377,Pluto Longoria,68069a789edf4f7b46032846,1,0,0,0,12,1,1,14,1,0,3,2,0,0,6,1,0,0,,1,1,0.08333333333333333,0.21,0.08333333333333333,0.2976190476190476,0.1111111111111111,1.0,0.21428571428571427,0.07142857142857142,0.0
league,258,68f19dddf960147c8ccb5880,Gustavo Kramer,68f19da81f851289ff7cffe4,51,15,2,21,379,45,4,434,16,4,83,54,63,4,96,67,20,15,,89,171,0.23482849604221637,0.32,0.45118733509234826,0.7706317795367927,0.24372759856630824,0.8,0.1912442396313364,0.10368663594470046,0.2163588390501319
league,259,68750876f539f2780d03bb3a,Ally Stone,68750273e326fdcbc2ee201d,2,2,0,2,38,9,1,49,3,1,12,6,7,1,5,6,2,3,,6,14,0.15789473684210525,0.33,0.3684210526315789,0.6949516648764769,0.16,0.75,0.24489795918367346,0.1836734693877551,0.21052631578947367
league,260,6805db0dac48194de3cd4167,Wanda Crawford,6805db0dac48194de3cd4160,36,5,0,5,171,22,7,202,8,6,34,21,22,1,39,26,11,9,,46,66,0.26900584795321636,0.37,0.38596491228070173,0.7590992406389108,0.3082706766917293,0.5714285714285714,0.16831683168316833,0.10891089108910891,0.11695906432748537
league,261,6840fabbe2d7557e153cc18f,Vapor Vitale,6806c5dff9b67839f528be60,75,19,2,11,420,44,6,478,27,2,92,43,43,2,101,51,31,30,,107,163,0.25476190476190474,0.33,0.3880952380952381,0.720722356739306,0.30094043887147337,0.9310344827586207,0.19246861924686193,0.09205020920502092,0.13333333333333336
league,262,68d7e41db77279a6b405af59,Ethel Aznable,68d7e389595d58990475cfda,73,19,0,13,374,54,8,438,24,8,84,67,43,0,86,32,13,35,,105,163,0.2807486631016043,0.38,0.4358288770053476,0.8188563999411274,0.33212996389891697,0.75,0.1917808219178082,0.1232876712328767,0.15508021390374332
league,263,68419c0b8ba62cf2ce8d9408,Inez Marchand,68419b4308b7fc5e21e8afa3,65,26,2,17,369,40,6,421,18,10,73,67,54,3,83,38,18,30,,110,191,0.2981029810298103,0.37,0.5176151761517616,0.8908209177785558,0.32978723404255317,0.6428571428571429,0.17339667458432304,0.09501187648456057,0.21951219512195125
league,264,684148cee63d9bb872889e87,G. Knight,680b055fcb7a15e5259d2c5f,63,33,0,25,414,45,17,481,32,9,88,74,68,4,86,50,26,31,,121,229,0.2922705314009662,0.38,0.5531400966183575,0.9343900966183575,0.31475409836065577,0.7804878048780488,0.18295218295218296,0.09355509355509356,0.2608695652173913
league,265,6840fe06183c892d88a0fbba,Zoey Chiba,68067036709b8b12f78c2c2c,65,22,2,12,395,16,8,427,8,2,60,53,57,5,109,49,23,36,,101,163,0.25569620253164554,0.29,0.41265822784810124,0.7074695486028182,0.27134146341463417,0.8,0.1405152224824356,0.03747072599531616,0.1569620253164557
league,266,68440d4fed58166c1895b2ca,Gladys Betancourt,6807c5cd4251378d1ace10ba,45,17,2,15,416,48,19,486,16,1,170,63,37,1,79,48,19,17,,79,145,0.18990384615384615,0.3,0.3485576923076923,0.6502105848696758,0.27586206896551724,0.9411764705882353,0.3497942386831276,0.09876543209876543,0.15865384615384615
league,267,68af369cbf1802efca233fb4,Isadora Clayton,68af35507d5388c228803f89,58,14,1,11,345,40,11,400,12,4,78,42,37,2,77,49,17,27,,84,133,0.24347826086956523,0.34,0.3855072463768116,0.7247032262763091,0.28294573643410853,0.75,0.195,0.1,0.14202898550724638
league,268,684113c108b7fc5e21e8aced,Olivia Machado,6807b91cad144ec1a39c6640,29,12,0,9,221,18,4,246,7,4,63,28,32,2,47,31,13,10,,50,89,0.22624434389140272,0.29,0.40271493212669685,0.6965924831471051,0.271523178807947,0.6363636363636364,0.25609756097560976,0.07317073170731707,0.17647058823529413
league,269,6840fe8bf7b5d3bf791d668e,Hal Yasuda,680aa067c68e9f3ac834d8d5,51,15,4,12,367,34,7,417,10,2,104,47,43,4,80,45,19,24,,82,141,0.22343324250681199,0.3,0.38419618528610355,0.6827398746064919,0.27450980392156865,0.8333333333333334,0.24940047961630696,0.0815347721822542,0.16076294277929157
league,270,68796efd462ec3f60dfa5994,Leah Mills,68796dd8ee911b762e00736d,50,25,5,22,437,35,18,495,25,10,127,65,61,3,99,41,19,32,,102,203,0.2334096109839817,0.31,0.4645308924485126,0.7789325151665654,0.27491408934707906,0.7142857142857143,0.25656565656565655,0.0707070707070707,0.2311212814645309
league,271,6840fb0b54a7fbd413386e3b,Cindy Dupont,6807c8564251378d1ace110c,3,0,0,0,7,1,0,8,0,0,2,1,0,0,1,0,0,1,,3,3,0.42857142857142855,0.5,0.42857142857142855,0.9285714285714286,0.6,,0.25,0.125,0.0
league,272,684107b68ba62cf2ce8d9048,Jo Marshall,68100c08c541cfa149e721e3,72,25,3,11,424,36,12,479,12,10,86,65,62,4,85,64,19,34,,111,175,0.2617924528301887,0.33,0.41273584905660377,0.7467694625019818,0.3021148036253776,0.5454545454545454,0.17954070981210857,0.07515657620041753,0.15094339622641506
league,273,6841fda108b7fc5e21e8b0f6,Koala Chen,68069a789edf4f7b46032846,0,0,0,1,9,2,0,13,0,0,2,1,3,1,1,2,1,1,,1,4,0.1111111111111111,0.25,0.4444444444444444,0.6944444444444444,0.0,,0.15384615384615385,0.15384615384615385,0.3333333333333333
league,274,6805db0dac48194de3cd4162,Sylvia Yankovic,6805db0dac48194de3cd4160,22,12,1,7,182,36,6,229,10,6,53,26,26,3,43,20,5,11,,42,77,0.23076923076923078,0.37,0.4230769230769231,0.7931209759403592,0.28,0.625,0.2314410480349345,0.1572052401746725,0.1923076923076923
league,275,6805db0dac48194de3cd4165,Zane Whittaker,6805db0dac48194de3cd4160,24,9,2,5,167,28,7,206,5,2,50,24,24,1,32,18,10,13,,40,68,0.23952095808383234,0.37,0.40718562874251496,0.7766437568213327,0.30973451327433627,0.7142857142857143,0.24271844660194175,0.13592233009708737,0.16766467065868262
league,276,6842d20c08b7fc5e21e8b1cc,Dara Compton,6807c5cd4251378d1ace10ba,71,10,2,16,404,30,13,451,9,6,85,46,51,1,79,65,31,29,,99,161,0.24504950495049505,0.32,0.39851485148514854,0.7154791371994342,0.2730263157894737,0.6,0.188470066518847,0.06651884700665188,0.1534653465346535
league,277,6886fe3440f292b1184c13c4,Isabelle Barber,6886fc0840f292b1184c13bc,63,17,1,24,399,30,19,455,20,1,102,67,71,5,81,35,21,34,,105,196,0.2631578947368421,0.34,0.49122807017543857,0.8311839200650633,0.29136690647482016,0.9523809523809523,0.22417582417582418,0.06593406593406594,0.22807017543859648
league,278,6841e572e63d9bb87288a0f1,Ayaka Forbes,680935632198112ec9cdb904,53,13,0,15,369,56,13,443,27,9,104,51,52,3,77,54,20,21,,81,139,0.21951219512195122,0.34,0.37669376693766937,0.7168298213594381,0.2608695652173913,0.75,0.23476297968397292,0.12641083521444696,0.15718157181571815
league,279,6887d44718e81770515b695b,Roberta Triples,680664c9709b8b12f78c2b83,0,0,0,0,1,0,2,4,0,0,0,1,1,1,0,0,0,1,,0,0,0.0,0.5,0.0,0.5,0.0,,0.0,0.0,0.0
league,280,6841fdbe08b7fc5e21e8b0f8,Gadget Graham,68069a789edf4f7b46032846,2,1,0,0,13,1,0,14,1,0,5,2,0,0,1,3,0,0,,3,4,0.23076923076923078,0.29,0.3076923076923077,0.5934065934065934,0.375,1.0,0.35714285714285715,0.07142857142857142,0.07692307692307693
league,281,68418f43f415a392f7340040,Thelma Matsuda,680a505c87875f7f639d0379,46,17,2,14,352,30,13,401,10,4,113,53,48,5,71,39,12,24,,79,142,0.22443181818181818,0.3,0.4034090909090909,0.7084090909090909,0.2826086956521739,0.7142857142857143,0.2817955112219451,0.07481296758104738,0.1789772727272727
league,282,68419c37925dd4f9d72ac38c,Abdul Müller,68419b4308b7fc5e21e8afa3,63,12,3,11,383,40,14,448,17,9,88,49,53,5,93,48,21,30,,89,140,0.23237597911227154,0.32,0.36553524804177545,0.6890646598064813,0.2698961937716263,0.6538461538461539,0.19642857142857142,0.08928571428571429,0.13315926892950392
league,283,6903f6ccc09ee5e899970bfe,Eugene Rodewald,6903f27f3661cfbd8fb5deb1,49,10,0,11,245,28,10,285,15,3,43,38,31,1,63,31,13,12,,70,113,0.2857142857142857,0.38,0.46122448979591835,0.8415061799367634,0.3072916666666667,0.8333333333333334,0.15087719298245614,0.09824561403508772,0.17551020408163265
league,284,6887d44318e81770515b6375,Fatima Cooper,6805db0dac48194de3cd4160,0,0,1,0,6,0,0,6,0,0,0,1,0,0,2,1,2,0,,1,3,0.16666666666666666,0.17,0.5,0.6666666666666666,0.16666666666666666,,0.0,0.0,0.33333333333333337
league,285,6887d47318e81770515ba800,Sun-Mi Casey,6809cdb51d2800e67a866891,10,1,0,2,111,11,1,125,2,3,30,7,10,2,31,18,6,9,,13,20,0.11711711711711711,0.2,0.18018018018018017,0.3801801801801802,0.13580246913580246,0.4,0.24,0.088,0.06306306306306306
league,286,68f9208985bfb4d8eac4e48e,Chase Randybass,68f9208985bfb4d8eac4e489,15,5,0,4,151,23,6,182,2,1,42,14,19,2,38,24,12,10,,24,41,0.15894039735099338,0.29,0.271523178807947,0.5627319700167382,0.18691588785046728,0.6666666666666666,0.23076923076923078,0.12637362637362637,0.11258278145695363
league,287,68419005925dd4f9d72ac351,Jeffrey Yadav,680a505c87875f7f639d0379,52,26,1,12,396,39,11,453,13,7,88,53,47,5,109,47,19,27,,91,155,0.2297979797979798,0.31,0.39141414141414144,0.7040527223454053,0.26245847176079734,0.65,0.19426048565121412,0.08609271523178808,0.16161616161616163
league,288,6845b10954a7fbd413387a8d,Giant Clarkson,68077beaee9f269dec7251e9,86,21,2,15,415,25,17,462,24,6,65,59,44,2,100,62,19,31,,124,194,0.2987951807228916,0.36,0.4674698795180723,0.8291256529385516,0.32344213649851633,0.8,0.1406926406926407,0.05411255411255411,0.1686746987951807
league,289,684105d48ba62cf2ce8d8ff1,Wyatt Makarov,68080deac78ad8242ad625a6,34,12,1,15,280,35,7,326,9,5,67,45,38,1,59,40,16,27,,62,121,0.22142857142857142,0.32,0.43214285714285716,0.7541242812914639,0.23618090452261306,0.6428571428571429,0.20552147239263804,0.10736196319018405,0.21071428571428574
league,290,68d7e40d7820d868d725a5a3,Joseph Kavanagh,68d7e389595d58990475cfda,27,15,0,6,216,24,4,247,6,1,57,24,24,2,43,42,10,10,,48,81,0.2222222222222222,0.31,0.375,0.6839430894308943,0.2709677419354839,0.8571428571428571,0.23076923076923078,0.09716599190283401,0.1527777777777778
league,291,6887d45818e81770515b81cf,Paula Saunders,6807927bce5a952465d7c51d,11,3,0,0,82,7,2,90,2,0,34,5,7,0,16,5,5,7,,14,17,0.17073170731707318,0.25,0.2073170731707317,0.4600643259179844,0.2916666666666667,1.0,0.37777777777777777,0.07777777777777778,0.036585365853658514
league,292,6842ce8388056169e0078eb8,Amanda Randall,6807c5cd4251378d1ace10ba,55,21,2,32,396,37,19,455,22,8,111,64,71,2,64,63,18,23,,110,231,0.2777777777777778,0.37,0.5833333333333334,0.9489720998531572,0.3058823529411765,0.7333333333333333,0.24395604395604395,0.08131868131868132,0.3055555555555556
league,293,6887d47718e81770515bad7f,Bobo Murphy,680aa067c68e9f3ac834d8d5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
league,294,684101e2f415a392f733fb25,Débora Petrosyan,68100c08c541cfa149e721e3,73,27,3,25,418,32,4,463,13,5,69,66,78,6,91,56,28,31,,128,236,0.3062200956937799,0.36,0.5645933014354066,0.9211150405658415,0.31212121212121213,0.7222222222222222,0.1490280777537797,0.06911447084233262,0.25837320574162675
league,295,6841152ff7b5d3bf791d6983,Hector Dubois,6808246f1f942c4511716715,53,22,3,20,340,51,9,404,14,7,65,73,55,2,86,49,11,21,,98,186,0.28823529411764703,0.39,0.5470588235294118,0.9400936494000586,0.3035019455252918,0.6666666666666666,0.1608910891089109,0.12623762376237624,0.2588235294117648
league,296,68418f87144e874e6deb8871,Waddle Orozco,680a505c87875f7f639d0379,55,15,0,28,405,50,7,466,11,5,115,61,68,3,85,46,21,23,,98,197,0.2419753086419753,0.33,0.48641975308641977,0.8197530864197531,0.2641509433962264,0.6875,0.24678111587982832,0.1072961373390558,0.24444444444444446
league,297,68750766c464d565b8099511,Justin Moser,68750273e326fdcbc2ee201d,8,0,0,3,44,4,0,49,1,2,16,8,6,1,8,3,2,3,,11,20,0.25,0.31,0.45454545454545453,0.7606679035250463,0.3076923076923077,0.3333333333333333,0.32653061224489793,0.08163265306122448,0.20454545454545453
league,298,684577d3e2d7557e153ccccf,Grayson Wilkerson,681e92c41017959663077c0c,55,13,0,6,349,43,15,412,15,8,119,33,31,4,67,43,23,14,,74,105,0.21203438395415472,0.32,0.3008595988538682,0.622027482065547,0.2982456140350877,0.6521739130434783,0.28883495145631066,0.10436893203883495,0.08882521489971348
league,299,6887d46c18e81770515b9d97,Darrell Koffi,680935632198112ec9cdb904,0,0,0,0,5,0,0,5,0,0,1,0,0,0,3,0,0,1,,0,0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0
league,300,6841510e925dd4f9d72ac277,Geoff Spence,680b055fcb7a15e5259d2c5f,49,19,1,15,323,41,14,384,10,3,68,54,44,1,89,37,19,21,,84,150,0.26006191950464397,0.37,0.46439628482972134,0.8311509022439694,0.2863070539419087,0.7692307692307693,0.17708333333333334,0.10677083333333333,0.20433436532507737
league,301,6886fd9d52ac11f34e250817,Hal Sato,6886fc0840f292b1184c13bc,64,13,1,17,343,33,5,387,8,9,84,48,46,2,75,44,21,19,,95,161,0.27696793002915454,0.35,0.46938775510204084,0.8166462407417275,0.319672131147541,0.47058823529411764,0.21705426356589147,0.08527131782945736,0.1924198250728863
league,302,6887d45b18e81770515b86aa,Elias Hansson,6807c5cd4251378d1ace10ba,5,0,0,0,22,3,2,27,2,0,8,2,2,1,3,4,0,1,,5,5,0.22727272727272727,0.36,0.22727272727272727,0.5844155844155844,0.3333333333333333,1.0,0.2962962962962963,0.1111111111111111,0.0
league,303,6840fc5bf7b5d3bf791d6566,Yogi Wheeler,680664c9709b8b12f78c2b83,51,16,1,19,353,44,18,423,18,4,91,60,66,6,66,53,11,26,,87,162,0.24645892351274787,0.35,0.45892351274787535,0.8128427526528634,0.27309236947791166,0.8181818181818182,0.21513002364066194,0.10401891252955082,0.21246458923512748
league,304,68870cf431a33266cc234557,Erica Ouattara,6807ce932d90bd2924b77a08,45,10,2,16,365,36,8,415,10,4,96,48,44,5,70,63,24,24,,73,135,0.2,0.28,0.3698630136986301,0.652471709350804,0.22093023255813954,0.7142857142857143,0.23132530120481928,0.08674698795180723,0.1698630136986301
league,305,68e739fdc82e39151b798797,Axel Wiltshire,68e739fdc82e39151b79878e,18,3,0,4,93,14,4,111,4,2,23,16,9,1,23,5,6,7,,25,40,0.26881720430107525,0.38,0.43010752688172044,0.8140360983102919,0.31343283582089554,0.6666666666666666,0.2072072072072072,0.12612612612612611,0.16129032258064518
league,306,68413afde2d7557e153cc7ab,Bonnie Marte,6807b91cad144ec1a39c6640,41,33,3,30,380,35,17,439,17,0,78,76,75,7,76,65,25,13,,107,236,0.28157894736842104,0.36,0.6210526315789474,0.983239419733845,0.27598566308243727,1.0,0.1776765375854214,0.07972665148063782,0.33947368421052637
league,307,6887d46118e81770515b8e7d,Alejandro Gorman,6808246f1f942c4511716715,3,0,0,0,8,0,0,7,1,0,4,2,0,0,1,0,0,0,,3,3,0.375,0.38,0.375,0.75,0.75,1.0,0.5714285714285714,0.0,0.0
league,308,6841215e144e874e6deb8695,Eleanor Hamada,6808246f1f942c4511716715,72,13,0,15,390,64,11,477,23,8,86,68,57,8,101,39,25,27,,100,158,0.2564102564102564,0.37,0.40512820512820513,0.7751070634791566,0.28619528619528617,0.7419354838709677,0.18029350104821804,0.13417190775681342,0.14871794871794874
league,309,684114138ba62cf2ce8d9134,Hudson DeShields,68066e2b9edf4f7b46032650,53,14,1,11,357,37,12,415,15,5,93,46,45,4,83,50,14,27,,79,128,0.22128851540616246,0.31,0.3585434173669468,0.6707385393181663,0.26459143968871596,0.75,0.22409638554216868,0.0891566265060241,0.13725490196078433
league,310,68419d3e08b7fc5e21e8afac,Verônica Xiao,68419b4308b7fc5e21e8afa3,48,14,2,19,314,29,13,361,6,3,90,44,57,3,60,28,17,17,,83,158,0.2643312101910828,0.35,0.5031847133757962,0.8513741284175789,0.3076923076923077,0.6666666666666666,0.24930747922437674,0.08033240997229917,0.23885350318471338
league,311,6887d44618e81770515b682d,Veronica Gustafsson,68065ab9709b8b12f78c2a9e,0,1,0,0,14,1,1,15,0,0,5,0,3,0,3,3,1,1,,1,2,0.07142857142857142,0.19,0.14285714285714285,0.33035714285714285,0.1111111111111111,,0.3333333333333333,0.06666666666666667,0.07142857142857142
league,312,68417dcaf7b5d3bf791d6ba5,Deanna Levesque,68068863ce5a952465d7b88f,57,14,2,12,348,37,11,400,24,5,60,59,44,4,78,53,26,21,,85,139,0.2442528735632184,0.33,0.3994252873563218,0.7319252873563218,0.26071428571428573,0.8275862068965517,0.15,0.0925,0.15517241379310343
league,313,6887d45b18e81770515b86b0,Pascal Poulsen,6807c5cd4251378d1ace10ba,1,0,0,0,6,1,0,7,1,0,2,1,0,0,2,0,0,1,,1,1,0.16666666666666666,0.29,0.16666666666666666,0.45238095238095233,0.25,1.0,0.2857142857142857,0.14285714285714285,0.0
league,314,68419cfa896f631e9d6894bd,Louis Varga,68419b4308b7fc5e21e8afa3,78,13,0,9,358,30,10,405,7,5,60,41,40,4,102,38,30,14,,100,140,0.27932960893854747,0.35,0.39106145251396646,0.7393201589816282,0.310580204778157,0.5833333333333334,0.14814814814814814,0.07407407407407407,0.11173184357541899
league,315,68af35507d5388c228803f91,Phillip Miura,68af35507d5388c228803f89,0,0,0,2,6,1,0,7,0,0,1,3,4,0,1,1,0,1,,2,8,0.3333333333333333,0.43,1.3333333333333333,1.7619047619047619,0.0,,0.14285714285714285,0.14285714285714285,1.0
league,316,6887d4b818e81770515c0973,Jéssica Uchida,68796dd8ee911b762e00736d,18,6,0,5,125,14,5,144,4,1,36,14,16,1,27,19,5,4,,29,50,0.232,0.33,0.4,0.7310344827586207,0.2823529411764706,0.8,0.25,0.09722222222222222,0.168
league,317,68d7e42e50d49e795a15b1d1,Cheng Ott,68d7e389595d58990475cfda,55,11,1,12,357,50,3,418,11,8,98,50,47,4,89,50,13,27,,79,128,0.22128851540616246,0.32,0.3585434173669468,0.6773839970770916,0.26693227091633465,0.5789473684210527,0.23444976076555024,0.11961722488038277,0.13725490196078433
league,318,6887d44918e81770515b6cf5,Irene Lorenz,68068db3f9b67839f528ba3b,1,0,0,0,2,0,1,3,0,0,0,0,0,0,1,0,0,0,,1,1,0.5,0.67,0.5,1.1666666666666665,0.5,,0.0,0.0,0.0
league,319,68410972896f631e9d689160,Gloria Persson,680848f06f38e1fcb9f6f1bb,65,17,2,14,353,30,11,403,12,5,64,54,54,4,85,47,25,18,,98,161,0.2776203966005666,0.35,0.45609065155807366,0.8053368827138525,0.3010752688172043,0.7058823529411765,0.1588089330024814,0.07444168734491315,0.17847025495750707
league,320,68410557f7b5d3bf791d685f,Muffinman Tanner,6807927bce5a952465d7c51d,61,17,0,12,351,30,5,392,14,7,81,47,32,3,81,39,29,21,,90,143,0.2564102564102564,0.32,0.4074074074074074,0.7287441683328573,0.2988505747126437,0.6666666666666666,0.2066326530612245,0.07653061224489796,0.150997150997151
league,321,68e739fdc82e39151b798791,Ryne Montgomery,68e739fdc82e39151b79878e,2,0,0,0,6,1,1,7,0,0,0,0,1,0,1,2,0,0,,2,2,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.3333333333333333,,0.0,0.14285714285714285,0.0
league,322,6840fbbb8d67c531e89fdd6b,Josie Roth,680664c9709b8b12f78c2b83,61,20,3,7,370,51,3,429,21,8,111,50,34,4,78,49,14,20,,91,138,0.24594594594594596,0.34,0.372972972972973,0.711758019701945,0.328125,0.7241379310344828,0.25874125874125875,0.11888111888111888,0.12702702702702703
league,323,68417d8f554d8039701f1c63,Jaqueline McCormack,68068863ce5a952465d7b88f,62,16,3,16,398,35,14,452,17,7,111,47,53,5,79,41,19,27,,97,167,0.24371859296482412,0.32,0.41959798994974873,0.7426068395072709,0.29347826086956524,0.7083333333333334,0.24557522123893805,0.07743362831858407,0.1758793969849246
league,324,6887d45a18e81770515b8555,Natasha Shoebill,6807b91cad144ec1a39c6640,0,0,0,0,8,0,0,8,0,0,1,0,1,1,3,1,3,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.125,0.0,0.0
league,325,6840fbd254a7fbd413386e84,Genevieve Bashir,6807c8564251378d1ace110c,2,0,0,0,8,0,0,8,1,0,5,1,0,0,1,0,0,0,,2,2,0.25,0.25,0.25,0.5,0.6666666666666666,1.0,0.625,0.0,0.0
league,326,6840fd6c8ba62cf2ce8d8da4,July Savage,6807927bce5a952465d7c51d,59,18,0,16,366,43,11,425,25,13,86,61,43,3,81,52,19,21,,93,159,0.2540983606557377,0.35,0.4344262295081967,0.7819439600046506,0.2883895131086142,0.6578947368421053,0.2023529411764706,0.1011764705882353,0.180327868852459
league,327,6840fb2ce2d7557e153cc1c1,Piper Evans,6807b079ad144ec1a39c65bb,61,19,6,30,424,34,11,475,15,12,67,70,67,3,115,72,18,24,,116,237,0.27358490566037735,0.34,0.5589622641509434,0.9000639590661976,0.2606060606060606,0.5555555555555556,0.14105263157894737,0.07157894736842105,0.28537735849056606
league,328,689a686a19fb922f37f625da,Jordan Gaillard,689a686a19fb922f37f625d7,26,11,0,7,240,22,6,270,7,2,63,26,25,2,59,28,11,21,,44,76,0.18333333333333332,0.27,0.31666666666666665,0.5833333333333333,0.21511627906976744,0.7777777777777778,0.23333333333333334,0.08148148148148149,0.13333333333333333
league,329,68796e54dad0efab0b891694,Oakley Desmet,68796dd8ee911b762e00736d,55,20,2,9,398,43,15,460,16,10,112,56,42,2,81,63,18,25,,86,137,0.21608040201005024,0.31,0.3442211055276382,0.6586315858769831,0.27598566308243727,0.6153846153846154,0.24347826086956523,0.09347826086956522,0.12814070351758794
league,330,6903c21c3661cfbd8fb5de9b,Ida Matos,690392510eddc2cb91160c08,39,11,0,8,351,41,5,397,19,5,141,36,18,0,71,39,15,19,,58,93,0.16524216524216523,0.26,0.26495726495726496,0.5269220004736377,0.24752475247524752,0.7916666666666666,0.35516372795969775,0.10327455919395466,0.09971509971509973
league,331,6841018388056169e00787fb,Kit Booker,68068db3f9b67839f528ba3b,64,14,2,12,349,56,5,416,15,6,80,49,52,3,84,48,14,26,,92,146,0.2636103151862464,0.37,0.4183381088825215,0.7887981573086715,0.3076923076923077,0.7142857142857143,0.19230769230769232,0.1346153846153846,0.1547277936962751
league,332,68f1a5981921b86d48138135,Snickerdoodle Ellsworthton,68f19da81f851289ff7cffe4,50,22,1,18,356,77,15,455,23,5,95,62,60,7,61,57,17,22,,91,169,0.2556179775280899,0.4,0.4747191011235955,0.8769169033213977,0.292,0.8214285714285714,0.2087912087912088,0.16923076923076924,0.2191011235955056
league,333,68f922289f7bd728dac3b184,Mildred Santiago,68f9208985bfb4d8eac4e489,28,6,1,7,132,24,1,158,2,2,26,25,18,0,31,13,7,7,,42,71,0.3181818181818182,0.43,0.5378787878787878,0.9646303802354758,0.35353535353535354,0.5,0.16455696202531644,0.1518987341772152,0.21969696969696967
league,334,6840fb88f7b5d3bf791d64d6,Clyde McPherson,68086624089c4cd53528e758,59,22,1,20,400,36,16,457,26,5,88,59,43,4,95,56,25,14,,102,186,0.255,0.34,0.465,0.802719298245614,0.27702702702702703,0.8387096774193549,0.1925601750547046,0.0787746170678337,0.21000000000000002
league,335,68418e4f8d67c531e89fe47f,Kennedy Cousins,680a505c87875f7f639d0379,56,25,3,24,404,35,17,462,16,6,105,63,67,5,89,40,22,24,,108,211,0.26732673267326734,0.35,0.5222772277227723,0.8693488112368721,0.3,0.7272727272727273,0.22727272727272727,0.07575757575757576,0.25495049504950495
league,336,6840fbe2f7b5d3bf791d6531,Karen Martens,680664c9709b8b12f78c2b83,62,12,2,16,416,39,28,489,36,10,143,70,46,5,74,64,16,19,,92,156,0.22115384615384615,0.33,0.375,0.7008196721311475,0.2900763358778626,0.782608695652174,0.29243353783231085,0.07975460122699386,0.15384615384615385
league,337,6887d48a18e81770515bc5be,Yasmin Melo,68100c08c541cfa149e721e3,0,1,0,0,4,0,0,4,1,0,1,1,0,0,0,1,0,0,,1,2,0.25,0.25,0.5,0.75,0.3333333333333333,1.0,0.25,0.0,0.25
league,338,68411abe54a7fbd413387385,Brody Moody,6809cdb51d2800e67a866891,59,16,0,14,407,43,7,462,21,9,94,48,41,4,97,61,37,17,,89,147,0.21867321867321868,0.3,0.36117936117936117,0.6626977993572354,0.24752475247524752,0.7,0.20346320346320346,0.09307359307359307,0.1425061425061425
league,339,68f921c018dbba895ee76b8b,Yuto Barnard,68f9208985bfb4d8eac4e489,63,18,1,10,322,38,12,375,19,3,80,49,37,2,72,34,17,19,,92,142,0.2857142857142857,0.38,0.4409937888198758,0.8206729332049025,0.3504273504273504,0.8636363636363636,0.21333333333333335,0.10133333333333333,0.15527950310559008
